year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2004,,,,,automatic,jtjbt20x140056086,pa,4.1,199845,white,beige,"695 auto sales & service",8250,9500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Nissan,Frontier,SV,Crew Cab,,1n6ad0ev2en746390,md,4.6,10619,red,gray,"enterprise veh exchange/rental",23400,23400,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2014,Honda,Accord,EX-L,Sedan,automatic,1hgcr2f89ea158688,nc,4.1,14957,black,gray,"bb&t",21600,20900,Mon Feb 23 2015 01:30:00 GMT-0800 (PST)
2013,Dodge,Journey,SXT,SUV,automatic,3c4pddbg7dt650845,nv,3.7,64261,silver,black,"the hertz corporation",14000,13900,Fri Feb 20 2015 04:00:00 GMT-0800 (PST)
2014,Ford,F-150,FX2,Regular Cab,automatic,1ftmf1ct7efb14108,tn,4.8,6797,—,black,"ford-lincoln dealer program",27600,29600,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
2005,Honda,Civic,Hybrid,Sedan,automatic,jhmes96675s008882,ca,2.6,207325,gray,gray,"california auto exchange",1775,3000,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk7cu027307,oh,3.5,23434,black,black,"toyota financial services",15300,15200,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2004,BMW,7 Series,745i,Sedan,,wbagl63444dp71662,sc,3.5,122237,black,black,"jim hudson buick gmc & cadillac inc",4850,3900,Mon Feb 23 2015 02:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn485899,nj,3.4,42425,silver,black,"nissan-infiniti lt",11700,12400,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2009,Chrysler,PT Cruiser,Touring,Wagon,automatic,3a8fy58919t615460,wi,3.8,58084,red,gray,"pnc bank, national association",5050,6000,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2014,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj6em148500,mo,3.4,24835,black,black,"ford motor credit company,llc",10350,9600,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2005,Kia,Sorento,LX,SUV,automatic,kndjd733155339237,ga,1.9,152894,white,gray,"mall of georgia mazda",2425,2900,Tue Jan 20 2015 05:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc118647,co,4.6,8401,silver,black,"nissan-infiniti lt",13500,13700,Wed Feb 04 2015 04:00:00 GMT-0800 (PST)
1997,Honda,Accord,LX,sedan,automatic,jhmcd5636vc017552,nj,1.9,198517,black,gray,"purple heart services inc",600,500,Tue Jul 07 2015 09:45:00 GMT-0700 (PDT)
2006,MINI,Cooper,S,Hatchback,automatic,wmwre33536tj38766,tx,2,88378,blue,black,"santander consumer",5975,2400,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1bm412215,oh,4.2,16729,black,beige,"infiniti financial services",21000,20000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2012,Jeep,Patriot,Sport,SUV,,1c4njrbb6cd658831,fl,4.2,21293,white,gray,"first investors financial services",13550,12200,Tue Jan 27 2015 04:15:00 GMT-0800 (PST)
1999,Chevrolet,Silverado 1500,Base,Regular Cab,manual,1gcec14wxxe194387,fl,,229570,white,brown,"ferco motors corp",1625,1400,Fri Dec 19 2014 09:25:00 GMT-0800 (PST)
2008,Chrysler,Town and Country,Touring,Minivan,automatic,2a8hr54p98r801484,pa,3.5,85398,black,gray,"car sense incorporated",7750,8400,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Explorer,Sport,SUV,automatic,1fm5k8gt5egc60760,co,4.2,24624,black,black,"brac of salt lake city",35100,34500,Wed Feb 04 2015 03:00:00 GMT-0800 (PST)
2013,Toyota,Yaris,L,Hatchback,automatic,jtdjtud36dd558585,mo,3.5,44983,red,black,"toyota financial services/avis budget group-open",8100,8500,Tue Feb 03 2015 16:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap2cn568153,nj,2.9,30355,red,black,"nissan-infiniti lt",11850,10500,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
2001,Audi,A4,1.8T quattro,Sedan,automatic,waudc68d71a048610,fl,3.1,96591,beige,tan,"audi pembroke pines",1650,2400,Fri Jan 09 2015 09:35:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk4eu401570,nv,3.6,14653,silver,beige,"toyota motor sales usa inc/program",15500,15900,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
2010,Chevrolet,Camaro,2SS,Coupe,automatic,2g1fk1ej3a9193529,pa,3.9,25640,black,black,"kelly chevrolet cadillac inc",22600,21800,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2003,Ford,Taurus,SEL Premium,Sedan,automatic,1fafp56s53a159578,va,2.7,90536,gold,tan,"michael wayne investments",2050,2300,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2005,Honda,Accord,LX Special Edition PZEV,coupe,automatic,1hgcm72585a027209,tx,2.5,168975,silver,black,"texas direct auto",2550,2700,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar3dm355356,pa,2.1,33146,blue,black,"nissan infiniti lt",20100,17800,Thu May 28 2015 06:00:00 GMT-0700 (PDT)
2012,Scion,xB,Base,Wagon,automatic,jtlze4fe2cj021714,ca,3.6,20411,silver,black,"repo remarketing/prime way fcu",11750,13400,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2003,Ford,Explorer,NBX,SUV,automatic,1fmzu73k93uc09487,nc,3.8,161141,blue,black,"credit acceptance corp/vrs/southfield",2075,3300,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Rio,LX,Sedan,automatic,knadm4a39e6329545,pr,2,1,red,black,"puerto rican cars inc",11800,2100,Thu May 21 2015 04:00:00 GMT-0700 (PDT)
2011,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1et2bke11845,nc,4,54669,white,black,"meridian remarketing",27800,25900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,Sedan,automatic,5npdh4ae4dh318451,va,3.6,47726,red,beige,"the hertz corporation",9825,9700,Thu May 28 2015 02:20:00 GMT-0700 (PDT)
2007,Chrysler,300,C,Sedan,automatic,2c3ka63h97h605493,nc,1.9,111561,white,gray,"north state acceptance",8300,7700,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk1eu428063,ca,4.6,21103,white,gray,"toyota motor sales usa inc/program",14750,15300,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT)
2005,Mercedes-Benz,C-Class,C230 Kompressor,Sedan,automatic,wdbrf40j15f705382,nv,3.1,84389,red,gray,"sti remarketing",6125,6600,Fri Feb 20 2015 05:00:00 GMT-0800 (PST)
2000,Ford,Taurus,SES,Sedan,automatic,1fafp55u7ya256615,nc,2.5,189881,beige,tan,"auto house of salisbury inc",375,600,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e35d1203913,co,3.7,34579,burgundy,—,"enterprise veh exchange/rental",11200,11800,Wed Feb 11 2015 03:15:00 GMT-0800 (PST)
2009,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d3hv18tx9s775813,pa,1.9,64908,gray,black,"wheels of fortune auto, inc",15600,14800,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,HHR,LT,Wagon,automatic,3gnbabfw3bs563527,wi,3.1,88427,white,black,"gm financial",5525,6600,Wed Mar 04 2015 02:00:00 GMT-0800 (PST)
2009,Toyota,Camry,LE,sedan,automatic,4t4be46k79r077255,oh,1.9,103783,gray,gray,"dt credit corporation",7175,4600,Thu Jun 18 2015 02:00:00 GMT-0700 (PDT)
2007,GMC,Envoy,Denali,SUV,automatic,1gket63m972170844,co,3.8,121964,black,gray,"jpmorgan chase bank,n.a.",6525,6000,Wed Feb 11 2015 03:45:00 GMT-0800 (PST)
2014,Kia,Sportage,LX,SUV,automatic,kndpbcac4e7627639,ca,4.8,13744,—,gray,"kia motors america, inc",18450,18750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Dodge,Charger,SE,Sedan,automatic,2c3cdxbg8dh512082,fl,4.2,27117,white,black,"d&a fine cars",15000,16300,Fri May 22 2015 02:25:00 GMT-0700 (PDT)
2014,Subaru,Legacy,2.5i Limited PZEV,Sedan,automatic,4s3bmbm6xe3011763,ca,3.9,15798,blue,black,"subaru of america",20800,22300,Thu Jan 22 2015 05:00:00 GMT-0800 (PST)
2007,Cadillac,CTS,Base,Sedan,automatic,1g6dp577670134215,tn,1.9,91515,gray,tan,"ford-lincoln dealer program",6700,4400,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2014,Toyota,Venza,LE,Wagon,automatic,4t3za3bb1eu087110,az,4.3,29939,silver,black,"toyota financial services/tmct",18850,18500,Thu May 21 2015 05:00:00 GMT-0700 (PDT)
1999,Mercedes-Benz,M-Class,ML320,SUV,automatic,4jgab54e0xa145234,fl,2.3,153133,gray,beige,"mercedes benz of north orlando",1625,1300,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2013,Ford,Escape,SE,suv,automatic,1fmcu9gx0duc66735,nj,4.3,21873,white,gray,"ford motor credit company,llc",17600,18800,Wed Jun 03 2015 02:00:00 GMT-0700 (PDT)
2013,Nissan,Rogue,S,suv,automatic,jn8as5mv8dw617283,co,3.4,24073,black,black,"nissan-infiniti lt",14250,14400,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt6es407176,ga,2,34754,white,gray,"enterprise vehicle exchange / tra / rental / tulsa",21400,19700,Thu Mar 05 2015 04:30:00 GMT-0800 (PST)
2012,Ford,F-150,XLT,supercab,automatic,1ftfx1ct0ckd73078,fl,3.6,109611,black,gray,"woodbridge motors inc",16250,15100,Thu Jun 04 2015 03:30:00 GMT-0700 (PDT)
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc1ds310413,tn,3.5,60293,white,gray,"the hertz corporation",16800,17000,Wed Feb 04 2015 02:30:00 GMT-0800 (PST)
2014,Chevrolet,Express,LS 3500,Van,automatic,1gazg1fg1e1200490,pa,4.4,11257,white,gray,"enterprise veh exchange/rental",23600,24100,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2011,Subaru,Forester,2.5X,SUV,,jf2shabc8bh730842,pa,4.3,33583,silver,black,"jpmorgan chase bank,n.a.",16550,16600,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2e8xdg209757,ma,3.6,50745,blue,black,"the hertz corporation",13950,12700,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar8dm750987,co,4.7,19616,gray,black,"infiniti financial services",22500,23800,Wed Feb 04 2015 04:00:00 GMT-0800 (PST)
2003,Honda,Civic,EX,Sedan,automatic,2hges26763h560381,ga,1.9,159745,white,tan,"germain toyota of naples/germain scion of naples",2725,3400,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg8er313730,fl,4,29900,black,black,"pv holding inc/gdp",16150,15600,Mon Jun 08 2015 05:30:00 GMT-0700 (PDT)
2001,Volvo,V70,XC,Wagon,automatic,yv1sz58d611033531,fl,3.4,197033,silver,black,"audi south orlando",1175,1500,Tue Jan 13 2015 10:00:00 GMT-0800 (PST)
2013,Hyundai,Santa Fe,Sport 2.0T,SUV,,5xyzudla2dg020130,pa,4.7,35379,black,black,"new england performance cars llc",21600,21000,Fri Jan 09 2015 09:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k9y0526971,tx,1.9,155419,gray,gray,"d&m leasing",1875,1300,Wed Jan 07 2015 10:15:00 GMT-0800 (PST)
2012,FIAT,500,Pop,Hatchback,manual,3c3cffar8ct198463,fl,2.9,35103,white,red,"ferco motors corp",6925,7500,Fri Jan 02 2015 09:25:00 GMT-0800 (PST)
2005,Ford,Mustang,Deluxe,Coupe,automatic,1zvht80n855235094,ca,2.4,130019,black,black,"aussie auto inc",4850,3000,Tue Jan 06 2015 04:00:00 GMT-0800 (PST)
2014,Kia,Soul,+,Wagon,automatic,kndjp3a51e7728484,wa,3.9,7737,silver,black,"kia motors america, inc",14200,14000,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2014,Ram,1500,Tradesman,crew cab,automatic,1c6rr7kt0es200635,mi,3.2,19370,black,black,"chrysler capital",26300,25000,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
2014,Volkswagen,Passat,SEL Premium,Sedan,automatic,1vwcs7a31ec049901,oh,4.3,27725,gray,black,"vw credit",19550,20200,Tue Jan 27 2015 01:00:00 GMT-0800 (PST)
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg5dr575428,fl,4.2,53889,black,black,"enterprise veh exchange/rental",12300,13000,Tue Dec 30 2014 09:30:00 GMT-0800 (PST)
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap3dl654943,tn,3.7,37092,—,black,"avis corporation",10900,10700,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1bm356681,co,2.9,38828,blue,black,"infiniti financial services",18950,17100,Tue Mar 03 2015 04:00:00 GMT-0800 (PST)
2014,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0fv5en729789,tn,5,20363,white,gray,"midtown motors",23200,22800,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Volkswagen,Jetta,SE PZEV,Sedan,,3vwd17aj2em365232,fl,3,24625,black,black,"enterprise vehicle exchange / tra / rental / tulsa",12500,10700,Tue Jan 20 2015 01:15:00 GMT-0800 (PST)
2006,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u167529104,az,2.4,95342,beige,beige,"pointe auto",4800,6100,Thu May 21 2015 05:30:00 GMT-0700 (PDT)
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm931665,fl,4.3,34554,black,black,"nissan infiniti lt",20100,20000,Wed Feb 04 2015 01:00:00 GMT-0800 (PST)
2005,Nissan,Frontier,Nismo,King Cab,automatic,1n6ad06w15c440302,oh,3.1,128936,blue,black,"wells fargo dealer services",7050,6500,Tue Jan 13 2015 12:00:00 GMT-0800 (PST)
2007,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56x17b147913,ca,4.1,135990,silver,brown,"800 loan mart",8800,8900,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2013,Ford,Explorer,XLT,SUV,,1fm5k7d82dgc07667,ga,,40087,green,black,"avis rac/orlando",23700,11300,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2006,Toyota,RAV4,Sport,SUV,automatic,jtmzk32v365002316,ca,3.4,163011,white,black,"premium auto wholesale",4600,6600,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep0cc119477,ca,3.1,39111,red,black,"nissan-infiniti lt",13100,12500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2004,Ford,F-150,XL,SuperCab,automatic,1ftvx14534nc44506,ca,2,98430,white,gray,"enterprise veh exchange/rental",8600,5300,Wed Dec 17 2014 15:05:00 GMT-0800 (PST)
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew1eda80845,fl,4,10646,white,gray,"u-haul",20100,20800,Thu May 28 2015 02:35:00 GMT-0700 (PDT)
2006,Mercedes-Benz,CLK-Class,CLK500,Convertible,automatic,wdbtk75g66t061722,ca,4.4,64082,black,black,"jnb motor inc",10800,11250,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
1999,Mercedes-Benz,CLK-Class,CLK320,Convertible,automatic,wdblk65g4xt009422,fl,2.2,66596,silver,black,"germain honda of naples",4050,3100,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2004,BMW,X3,3.0i,SUV,automatic,wbxpa93444wa62668,ga,3.4,192088,white,brown,"momentum motorcars",2700,4200,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2012,Ford,Edge,Limited,SUV,automatic,2fmdk4kc6cba81630,mn,4.4,28277,—,gray,"ford motor credit company,llc",24400,26000,Wed Jan 14 2015 10:00:00 GMT-0800 (PST)
2001,Audi,A8,L quattro,Sedan,automatic,wauml54d31n002572,fl,2.6,186375,blue,beige,"lexus of tampa bay",1725,900,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2010,Kia,Optima,LX,Sedan,automatic,knagg4a85a5382887,fl,1.9,93834,silver,gray,"fiserv/security national automotive accept corp",5775,4900,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
2013,GMC,Sierra 1500,SLT,Crew Cab,automatic,3gtu2we27dg158992,tx,4.4,98118,burgundy,black,"hopper motorplex inc",29800,27600,Wed Feb 25 2015 02:15:00 GMT-0800 (PST)
2015,Toyota,Corolla,LE,sedan,automatic,2t1burhe5fc301394,il,4.7,22179,red,gray,"ars/budget rac of atlanta",14200,14000,Tue Jun 16 2015 04:00:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3cc804117,pa,3.7,73361,white,black,"nissan-infiniti lt",13800,16900,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Aveo,Aveo5 1LT,Hatchback,automatic,kl1td6de1bb204315,ca,4.2,33219,white,gray,"tycon enterprises",5325,7100,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2007,Ford,F-150,XLT,SuperCrew,,1ftrw12w37kc85711,ca,1.9,162482,black,gray,"veros credit",7575,6400,Thu Feb 19 2015 04:00:00 GMT-0800 (PST)
2014,Kia,Soul,+,Wagon,automatic,kndjp3a54e7057327,tx,4.7,14716,gray,black,"kia motors america, inc",13700,14300,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Ford,Fusion,SE,Sedan,automatic,3fahp0ha8br179912,fl,3.7,94269,burgundy,gray,"westfall auto sales",7775,8300,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2012,Infiniti,G Sedan,G25x,G Sedan,automatic,jn1dv6ar6cm730112,nj,3.2,41978,black,black,"nissan infiniti lt",16900,17400,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2001,Acura,CL,3.2 Type-S,Coupe,automatic,19uya42641a018118,ga,1.9,298238,black,tan,"hayes chrysler dodge jeep inc",850,1000,Tue Feb 24 2015 05:10:00 GMT-0800 (PST)
2013,BMW,3 Series,328i xDrive,Sedan,,wba3b3c59df530001,nj,4,31002,gray,black,"financial services remarketing (lease)",25500,25750,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,crew cab,automatic,3gcpkse30bg167531,mi,3.9,72660,black,black,"stratford hyundai",22600,21600,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2004,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c74s131497,ca,3.2,178220,white,brown,"arrowhead auto group inc",3600,4500,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2013,Jeep,Grand Cherokee,Overland,suv,automatic,1c4rjfct7dc635394,nc,4.7,26955,black,tan,"neuwirth motors inc",33700,31000,Fri Jun 05 2015 02:30:00 GMT-0700 (PDT)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap8cc810625,pa,4.1,26038,gray,black,"r hollenshead auto sales inc",18200,17800,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2010,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,nm0ls7dn4at004927,oh,4.4,81034,white,gray,"bedford auto wholesale",10050,10500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Ford,Fusion,SE,sedan,automatic,3fa6p0h93er360403,il,3.9,39447,gray,black,"avis budget group",13600,13800,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2012,Infiniti,M,M37x,sedan,,jn1by1ar8cm395663,pa,4.9,41491,black,black,"nissan infiniti lt",23500,24400,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT)
2013,Chevrolet,Equinox,LTZ,suv,automatic,2gnflgek2d6324639,ma,4.3,50402,black,black,"the hertz corporation",16500,17100,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7dm751807,ga,2,45378,black,black,"the hertz corporation",20700,19901,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnskkkc4fr197482,nj,4.6,18469,black,black,"enterprise veh exchange/rental",55100,55000,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
2010,Dodge,Avenger,SXT,Sedan,automatic,1b3cc4fb6an106320,tx,2.4,118969,silver,black,"automotive remarketing inc",4900,3400,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
2013,Hyundai,Elantra,GLS,sedan,automatic,5npdh4ae4dh319714,ma,2.5,48169,brown,tan,"the hertz corporation",9700,9200,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2014,Ram,1500,SLT,Quad Cab,automatic,1c6rr6gt8es164230,tx,4.9,27844,white,gray,"enterprise vehicle exchange/dfw airport",20600,20600,Wed Jan 07 2015 10:15:00 GMT-0800 (PST)
2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab2fn526846,in,4.8,7192,blue,black,"fiserv/crescent bank & trust",15450,16500,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT)
2011,Infiniti,EX,EX35,SUV,automatic,jn1aj0hr3bm854158,nj,4,30852,gray,black,"nissan infiniti lt",23100,22000,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2008,GMC,Acadia,SLT-1,SUV,automatic,1gker23768j217241,va,1.9,57404,black,gray,"joyce koons honda buick gmc",13950,6800,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2012,Acura,TL,Technology Package,sedan,,19uua8f58ca036891,pa,4.1,44943,silver,black,"ahfc/honda lease/trust/hvt, inc. eot acuras",19550,20500,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT)
2007,,,,,manual,jm1bk34l471690767,fl,1.9,86126,red,black,"lexus of palm beach",7600,6300,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap0cn486549,tx,4.4,31643,beige,tan,"nissan-infiniti lt",11900,14400,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
2013,Ford,C-Max Hybrid,SEL,wagon,automatic,1fadp5bu3dl507768,ca,3.6,59213,white,black,"the hertz corporation",11750,12600,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2013,Chevrolet,Equinox,LS,SUV,automatic,2gnalbek5d6314314,oh,3.7,68070,gray,gray,"lease plan usa",12050,12300,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2006,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,5tdza23c06s444667,ca,3.5,193632,white,gray,"high line auto inc",4000,4700,Tue Jan 13 2015 12:30:00 GMT-0800 (PST)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak7cw104280,pa,4.4,37680,silver,black,"randy ford inc",14650,15500,Fri Jan 23 2015 01:15:00 GMT-0800 (PST)
2006,Ford,F-150,XLT,SuperCab,automatic,1ftpx12566fa37617,wa,2.4,136739,silver,gray,"acura of seattle",6825,6000,Wed May 27 2015 06:20:00 GMT-0700 (PDT)
2012,Nissan,Sentra,2.0 SL,sedan,automatic,3n1ab6ap7cl623669,il,2.8,19112,black,black,"nissan-infiniti lt",12150,11700,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2011,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg6br330650,tx,2.7,59208,gray,gray,"on time finance inc",10000,9000,Thu May 21 2015 05:00:00 GMT-0700 (PDT)
2010,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu4ad5au854082,fl,2.7,69516,black,tan,"campus usa fcu",6300,6100,Wed Feb 25 2015 08:15:00 GMT-0800 (PST)
1996,Ford,Escort,LX,Wagon,automatic,1fasp15j5tw130603,ca,3,129542,white,gray,"mckenna volks",625,550,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Cadillac,SRX,Luxury,SUV,automatic,3gyfnge31ds539906,tx,4.4,48088,white,black,"music city autoplex llc",23700,25500,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2012,Lexus,RX 350,Base,suv,,2t2bk1ba5cc148021,pa,4.8,19087,gray,black,"gnm auto sales inc",30000,32000,Fri May 29 2015 02:00:00 GMT-0700 (PDT)
2008,Ford,Taurus,SEL,Sedan,automatic,1fahp27w18g173863,mi,2.9,189238,blue,beige,"credit acceptance corp/vrs/southfield",2150,2500,Thu Feb 12 2015 01:30:00 GMT-0800 (PST)
2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,wvwbp7an0de535751,ca,3.7,56794,gray,black,"the hertz corporation",14350,14500,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,wddgf5eb7br186029,fl,3.5,43411,white,—,"mercedes-benz financial services",17650,17600,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2004,Lexus,RX 330,Base,SUV,automatic,jtjga31u440036419,ca,2.8,126071,silver,beige,"newport lexus",8725,8000,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2007,Ford,F-250 Super Duty,XL,Regular Cab,automatic,1ftsf20p37eb31470,fl,2.4,103935,white,gray,"donlen exchange services inc",5525,3500,Fri Feb 27 2015 01:40:00 GMT-0800 (PST)
2013,Subaru,Outback,2.5i Limited PZEV,Wagon,automatic,4s4brbkc0d3311431,md,2.5,24359,red,beige,"jpmorgan chase bank,n.a.",23600,21200,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2004,Cadillac,CTS,Base,Sedan,automatic,1g6dm577140115401,md,2.3,158719,blue,tan,"darcars chrysler jeep of rockville",2300,2000,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
2006,Mercedes-Benz,E-Class,E350,Sedan,automatic,wdbuf56j56a973017,nv,2.6,96472,gray,black,"vegas city motors",7875,7200,Fri Jan 23 2015 04:00:00 GMT-0800 (PST)
2012,Scion,tC,Base,Hatchback,automatic,jtkjf5c79c3038329,tx,3.7,42093,burgundy,black,"music city autoplex llc",11550,12750,Wed Feb 04 2015 02:20:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,,jn8as5mv3cw366137,pa,4.6,39142,gray,black,"nissan-infiniti lt",14650,13800,Fri Apr 10 2015 02:00:00 GMT-0700 (PDT)
2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du4b5336247,fl,3.9,29896,red,beige,"world omni financial corporation",13850,13900,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2014,Kia,Sportage,LX,SUV,automatic,kndpb3acxe7561243,co,4.9,20845,blue,black,"kia motors america, inc",15300,15100,Tue Jun 16 2015 05:00:00 GMT-0700 (PDT)
